epoch,loss,rmse_train,rmse_val
47,3.0496597815954374e-08,0.00017475428467150778,0.00014194614777807146
48,3.0542047966264364e-08,0.00017488283629063517,0.00014189457579050213
49,3.058692584545497e-08,0.00017500855028629303,0.0001418439787812531
50,3.063091142507801e-08,0.00017513183411210775,0.00014179412391968071
51,3.067392370326161e-08,0.00017525246948935091,0.00014174525858834386
52,3.071590029435356e-08,0.00017537006351631135,0.00014169697533361614
53,3.075715696354564e-08,0.00017548573669046164,0.0001416499144397676
54,3.0797650367730966e-08,0.00017559884872753173,0.00014160362479742616
55,3.083730348407698e-08,0.00017570954514667392,0.000141558499308303
56,3.087620271458036e-08,0.00017581766587682068,0.0001415144361089915
57,3.0914104058865635e-08,0.00017592334188520908,0.00014147137699183077
58,3.095118103146888e-08,0.00017602706793695688,0.00014142967120278627
59,3.098764324249714e-08,0.00017612864030525088,0.00014138907135929912
60,3.102332797766394e-08,0.00017622816085349768,0.00014134941739030182
61,3.1058292790930864e-08,0.0001763253239914775,0.00014131100033409894
62,3.109247074917221e-08,0.00017642037710174918,0.00014127402391750365
63,3.1125937454135054e-08,0.00017651317466516048,0.0001412383426213637
64,3.1158492959093565e-08,0.00017660386220086366,0.000141203825478442
65,3.119064189149867e-08,0.00017669280350673944,0.00014117082173470408
66,3.122199501603973e-08,0.00017677979485597461,0.00014113911311142147
67,3.125266033521257e-08,0.00017686461796984076,0.0001411086122971028
68,3.1282580721381236e-08,0.00017694750567898154,0.00014107943570706993
69,3.131185849269969e-08,0.0001770283270161599,0.00014105188893154263
70,3.134039062047123e-08,0.00017710705287754536,0.00014102552086114883
71,3.1368171278245425e-08,0.00017718352319207042,0.0001410004624631256
72,3.139526583595398e-08,0.0001772584073478356,0.00014097668463364244
73,3.142178883308588e-08,0.00017733153072185814,0.00014095412916503847
74,3.144764306739489e-08,0.00017740244220476598,0.0001409328542649746
75,3.147278604842541e-08,0.00017747149104252458,0.00014091277262195945
76,3.149723184492359e-08,0.0001775385026121512,0.00014089378237258643
77,3.152092560299025e-08,0.000177603040356189,0.00014087573799770325
78,3.1543823268975757e-08,0.00017766562814358622,0.00014085890143178403
79,3.1565998455107546e-08,0.00017772598948795348,0.00014084285066928715
80,3.158741989750524e-08,0.00017778409528546035,0.00014082761481404305
81,3.1607871875394267e-08,0.00017783985822461545,0.0001408132811775431
82,3.162782860499647e-08,0.00017789391858968884,0.00014079976244829595
83,3.164702519597995e-08,0.00017794599989429116,0.00014078657841309905
84,3.166551266531314e-08,0.00017799584020394832,0.00014077420928515494
85,3.168317931567799e-08,0.00017804335220716894,0.00014076216029934585
86,3.170005342667537e-08,0.00017808882694225758,0.00014075047511141747
87,3.1716248543034454e-08,0.00017813211889006197,0.00014073890633881092
88,3.17315948450414e-08,0.0001781732717063278,0.00014072757039684802
89,3.17461748977621e-08,0.00017821227083913982,0.0001407163799740374
90,3.176010764605053e-08,0.00017824936367105693,0.00014070539327804
91,3.1773241460086866e-08,0.00017828440468292683,0.00014069455210119486
92,3.178573265927298e-08,0.00017831769946496934,0.00014068372547626495
93,3.179753406357122e-08,0.00017834895697887987,0.00014067300071474165
94,3.180861696705506e-08,0.00017837807536125183,0.00014066233416087925
95,3.181904062898866e-08,0.000178405549377203,0.00014065152208786458
96,3.1828551527723905e-08,0.00017843117529992014,0.00014064072456676513
97,3.1837956981917157e-08,0.00017845597176346928,0.00014062995614949614
98,3.1846611392438715e-08,0.00017847894923761487,0.00014061914407648146
99,3.1854803808073485e-08,0.0001785004133125767,0.00014060825924389064
100,3.1862543607985574e-08,0.00017851973825599998,0.0001405974180670455
epoch,loss,rmse_train,rmse_val
1,1.402462995736542e-10,1.1842298590636346e-05,1.8108250515069813e-05
2,1.4023969263643465e-10,1.1841990271932445e-05,1.811176844057627e-05
3,1.4023209871094623e-10,1.1841611922136508e-05,1.8113360056304373e-05
4,1.4022311312089642e-10,1.1841220839414746e-05,1.8114149497705512e-05
5,1.4021382999107601e-10,1.1840822480735369e-05,1.811478432500735e-05
6,1.4020438920958612e-10,1.184041229862487e-05,1.811791480577085e-05
7,1.401949978330208e-10,1.1840264960483182e-05,1.812054506444838e-05
8,1.4019217398075767e-10,1.1840265869977884e-05,1.812219306884799e-05
9,1.4019214067406693e-10,1.1840257684525568e-05,1.812257141864393e-05
10,1.401913268805899e-10,1.1839500984933693e-05,1.81208124558907e-05
11,1.4015649363319228e-10,1.1837983947771136e-05,1.8122422261512838e-05
12,1.4012024318610372e-10,1.1836511475848965e-05,1.8123837435268797e-05
13,1.40102041079615e-10,1.1835076293209568e-05,1.812488517316524e-05
14,1.4006807269595356e-10,1.1833688404294662e-05,1.8126187569578178e-05
15,1.4003524062555783e-10,1.1832287782453932e-05,1.8128013834939338e-05
16,1.400020482877906e-10,1.183179392683087e-05,1.813214475987479e-05
17,1.399913313049339e-10,1.1831731171696447e-05,1.813684866647236e-05
18,1.3998817216531735e-10,1.1831508345494512e-05,1.813956805563066e-05
19,1.3998326831021756e-10,1.1831271876872052e-05,1.814002462197095e-05
20,1.399774168797663e-10,1.1831022675323766e-05,1.8141554392059334e-05
21,1.3997156378398045e-10,1.1830762559839059e-05,1.8141894543077797e-05
22,1.399654647737947e-10,1.1830502444354352e-05,1.8145017747883685e-05
23,1.3995919867504368e-10,1.1830234143417329e-05,1.8146303773391992e-05
24,1.3995249237286346e-10,1.1829958566522691e-05,1.8148166418541223e-05
25,1.399474819363533e-10,1.1829628419945948e-05,1.8149043171433732e-05
26,1.3993909420140226e-10,1.1829262803075835e-05,1.815102223190479e-05
27,1.399304833116233e-10,1.1828929928014986e-05,1.815112409531139e-05
28,1.3992256964190376e-10,1.1828592505480628e-05,1.8154230929212645e-05
29,1.3991542480162879e-10,1.1828347851405852e-05,1.8155453290091828e-05
30,1.3990982927758466e-10,1.1828148672066163e-05,1.8156595615437254e-05
31,1.3989945868431164e-10,1.1827040907519404e-05,1.815669565985445e-05
32,1.3986314384428767e-10,1.182547930511646e-05,1.8157657905248925e-05
33,1.3982656421607232e-10,1.1823942259070463e-05,1.815741416066885e-05
34,1.3980520796597062e-10,1.182261712528998e-05,1.8158945749746636e-05
35,1.3977384361041346e-10,1.1821347470686305e-05,1.8162494598072954e-05
36,1.39743819294047e-10,1.182008236355614e-05,1.816461190173868e-05
37,1.3971392931466652e-10,1.1819266546808649e-05,1.816654003050644e-05
38,1.3969462198115678e-10,1.1819208339147735e-05,1.8168524547945708e-05
39,1.396940768616517e-10,1.181914376502391e-05,1.817104384826962e-05
40,1.3969307821604103e-10,1.181907737191068e-05,1.81715477083344e-05
41,1.3969151335668783e-10,1.1819011888292152e-05,1.8173128410126083e-05
42,1.3968997680802176e-10,1.1819083738373592e-05,1.817670818127226e-05
43,1.3969116696710416e-10,1.1819409337476827e-05,1.817707743612118e-05
44,1.3969735701557794e-10,1.1819694009318482e-05,1.817820520955138e-05
45,1.3970406498309275e-10,1.1819972314697225e-05,1.817829252104275e-05
46,1.3971065304652085e-10,1.1820273357443511e-05,1.817846714402549e-05
47,1.397177773476699e-10,1.1821063708339352e-05,1.81805244210409e-05
48,1.3973755375040753e-10,1.1822228771052323e-05,1.8181639461545274e-05
49,1.3976506951784985e-10,1.1823450222436804e-05,1.818213604565244e-05
50,1.3979397972541108e-10,1.1824745342892129e-05,1.8181979612563737e-05
51,1.398416038522754e-10,1.1826116860902403e-05,1.8183040083386004e-05
52,1.398684695841368e-10,1.1826830814243294e-05,1.818311466195155e-05
53,1.3988079139437558e-10,1.182738287752727e-05,1.818422788346652e-05
54,1.3989125469127117e-10,1.182752657769015e-05,1.818430064304266e-05
55,1.3989038427641986e-10,1.1827486559923273e-05,1.81843715836294e-05
56,1.3988943392551077e-10,1.1827445632661693e-05,1.8185481167165563e-05
57,1.398884746928175e-10,1.1827401067421306e-05,1.81855521077523e-05
58,1.3988743552406645e-10,1.182735741167562e-05,1.8185621229349636e-05
59,1.3988636970996282e-10,1.1827309208456427e-05,1.8185686712968163e-05
60,1.39885250605154e-10,1.1827261005237233e-05,1.8186796296504326e-05
61,1.398840959732084e-10,1.1827209164039232e-05,1.8189946786151268e-05
62,1.398828702869892e-10,1.182715732284123e-05,1.8190012269769795e-05
63,1.3988165348255422e-10,1.1827200978586916e-05,1.8190417904406786e-05
64,1.3988266600595266e-10,1.18272955660359e-05,1.81926825462142e-05
65,1.398849219791387e-10,1.1827189155155793e-05,1.8193655705545098e-05
66,1.3986835079027315e-10,1.1826101399492472e-05,1.8193717551184818e-05
67,1.3983950275520128e-10,1.1824745342892129e-05,1.819377939682454e-05
68,1.398136334485045e-10,1.1823392924270593e-05,1.819488352339249e-05
69,1.3978890989196912e-10,1.1822035958175547e-05,1.8194943550042808e-05
70,1.3975728130333209e-10,1.1820687177532818e-05,1.8194939912064e-05
71,1.397286519821961e-10,1.181931838800665e-05,1.8195643860963173e-05
72,1.3969753853704247e-10,1.1818214261438698e-05,1.819799763325136e-05
73,1.3967147882709697e-10,1.1817929589597043e-05,1.8200111298938282e-05
74,1.3966369227791376e-10,1.181752850243356e-05,1.8202150386059657e-05
75,1.3965398448778642e-10,1.1817094673460815e-05,1.8203314539277926e-05
76,1.396437171452547e-10,1.1816629921668209e-05,1.820373290684074e-05
77,1.396327392599872e-10,1.1816610822279472e-05,1.8204520529252477e-05
78,1.396319865287765e-10,1.1816571714007296e-05,1.8206123058917e-05
79,1.396307375278738e-10,1.181651714432519e-05,1.8206177628599107e-05
80,1.3962943357093137e-10,1.1816461665148381e-05,1.820623037929181e-05
81,1.396280946419637e-10,1.1816403457487468e-05,1.8206288586952724e-05
82,1.3962672074097072e-10,1.1816345249826554e-05,1.820634315663483e-05
83,1.3962586142834966e-10,1.1816282494692132e-05,1.820638863136992e-05
84,1.396245558060727e-10,1.1816218830063008e-05,1.8207483662990853e-05
85,1.396230459027592e-10,1.1816151527455077e-05,1.8207540051662363e-05
86,1.3962145606338793e-10,1.181608149636304e-05,1.8207576431450434e-05
87,1.396198040515273e-10,1.18160096462816e-05,1.8207632820121944e-05
88,1.3961808986717728e-10,1.181593233923195e-05,1.8208043911727145e-05
89,1.396162602196327e-10,1.1815851394203492e-05,1.8210132111562416e-05
90,1.3961435951781453e-10,1.1815767720690928e-05,1.8210181224276312e-05
91,1.396123699981544e-10,1.1815761354228016e-05,1.8211259884992614e-05
92,1.3961221900782305e-10,1.1815761354228016e-05,1.8211301721748896e-05
93,1.3961221900782305e-10,1.1815761354228016e-05,1.821134537749458e-05
94,1.3961221900782305e-10,1.1815761354228016e-05,1.8214470401289873e-05
95,1.3961221900782305e-10,1.1815761354228016e-05,1.821451587602496e-05
96,1.3961221900782305e-10,1.1815761354228016e-05,1.8214543160866015e-05
97,1.3961221900782305e-10,1.1815761354228016e-05,1.8214590454590507e-05
98,1.3961221900782305e-10,1.1815761354228016e-05,1.821460682549514e-05
99,1.3961221900782305e-10,1.1815761354228016e-05,1.8214657757198438e-05
100,1.3961221900782305e-10,1.1815761354228016e-05,1.821467412810307e-05
epoch,loss,rmse_train,rmse_val
1,4.1846899834219186e-11,6.469847903645132e-06,6.551988917635754e-06
2,4.1858925770021926e-11,6.470722382800886e-06,6.55224357615225e-06
3,4.1870252265319154e-11,6.471634151239414e-06,6.552255399583373e-06
4,4.1882048246177915e-11,6.4725804804766085e-06,6.55251005809987e-06
5,4.189429622658558e-11,6.4735299929452594e-06,6.553109869855689e-06
6,4.190659305680633e-11,6.473792836914072e-06,6.553577804879751e-06
7,4.190999478015378e-11,6.4740106608951464e-06,6.553589173563523e-06
8,4.1912814746636327e-11,6.473609118984314e-06,6.553813818754861e-06
9,4.1907614461988986e-11,6.472339009633288e-06,6.553755611093948e-06
10,4.1891172058994284e-11,6.470874723163433e-06,6.5540643845451996e-06
11,4.187222277240998e-11,6.469374511652859e-06,6.557391770911636e-06
12,4.185280719215534e-11,6.467843832069775e-06,6.557172127941158e-06
13,4.182292831500511e-11,6.46626631350955e-06,6.5546655605430715e-06
14,4.180215368299045e-11,6.464610578404972e-06,6.554919764312217e-06
15,4.178364890194963e-11,6.464032594521996e-06,6.55530584481312e-06
16,4.1782489967889805e-11,6.463954832724994e-06,6.554243100254098e-06
17,4.178145204813966e-11,6.463877525675343e-06,6.554253559443168e-06
18,4.178114437758396e-11,6.463763384090271e-06,6.554507308464963e-06
19,4.178023552126042e-11,6.4638406911399215e-06,6.554518222401384e-06
20,4.1781636067605986e-11,6.463816134782974e-06,6.554771516675828e-06
21,4.1781385018424545e-11,6.463791578426026e-06,6.555555501108756e-06
22,4.178112883446161e-11,6.463769295805832e-06,6.555594154633582e-06
23,4.1780844062255797e-11,6.463734735007165e-06,6.555818345077569e-06
24,4.178039719748838e-11,6.463585123128723e-06,6.555748313985532e-06
25,4.177853160647338e-11,6.46343960397644e-06,6.555941126862308e-06
26,4.177664256199698e-11,6.463284535129787e-06,6.5559511313040275e-06
27,4.177464055232782e-11,6.463130375777837e-06,6.557007054652786e-06
28,4.177271639704827e-11,6.462980309152044e-06,6.5565200202399865e-06
29,4.177015774931014e-11,6.462822966568638e-06,6.556530024681706e-06
30,4.176797130384102e-11,6.4626715357007924e-06,6.556782409461448e-06
31,4.1765916142244566e-11,6.462513283622684e-06,6.556791504408466e-06
32,4.176393716970317e-11,6.462355486291926e-06,6.5570443439355586e-06
33,4.176189755122905e-11,6.462193596235011e-06,6.557784672622802e-06
34,4.1758918128964594e-11,6.46203397991485e-06,6.557866981893312e-06
35,4.175734064082448e-11,6.461999873863533e-06,6.557779670401942e-06
36,4.175655057836458e-11,6.46181888441788e-06,6.555145318998257e-06
37,4.175423423680158e-11,6.461420980485855e-06,6.5551539591979235e-06
38,4.1749044221717215e-11,6.461417342507048e-06,6.555405889230315e-06
39,4.174966580783313e-11,6.4615419432811905e-06,6.5554145294299815e-06
40,4.175152432117635e-11,6.461691100412281e-06,6.556470907526091e-06
41,4.1753456109239193e-11,6.461845714511583e-06,6.556406333402265e-06
42,4.175521678417837e-11,6.46213175059529e-06,6.556321295647649e-06
43,4.175914905535372e-11,6.462302280851873e-06,6.556570042448584e-06
44,4.1761347296942474e-11,6.462472356361104e-06,6.5565782279009e-06
45,4.176354553853123e-11,6.462647888838546e-06,6.556585503858514e-06
46,4.1765817054839616e-11,6.462833880505059e-06,6.556594144058181e-06
47,4.1768224018357e-11,6.463025783887133e-06,6.5570607148401905e-06
48,4.1775850695424666e-11,6.464149919338524e-06,6.5576573433645535e-06
49,4.179220622346769e-11,6.465441856562393e-06,6.557663709827466e-06
50,4.180411919407767e-11,6.4667965489206836e-06,6.557915639859857e-06
51,4.1819455814939845e-11,6.468040282925358e-06,6.557427695952356e-06
52,4.183554516701271e-11,6.469294930866454e-06,6.55743497190997e-06
53,4.185178328897088e-11,6.469825166277587e-06,6.557442247867584e-06
54,4.1858637805924914e-11,6.469591880886583e-06,6.557691904163221e-06
55,4.185561799929793e-11,6.469353593274718e-06,6.557699180120835e-06
56,4.185253824062762e-11,6.469106210715836e-06,6.557781944138696e-06
57,4.184933635742461e-11,6.4688515521993395e-06,6.55851727060508e-06
58,4.184563653919504e-11,6.468589162977878e-06,6.558765562658664e-06
59,4.184089602565777e-11,6.468316314567346e-06,6.558772838616278e-06
60,4.183734511609139e-11,6.468038009188604e-06,6.558780114573892e-06
61,4.1835446634719274e-11,6.468032552220393e-06,6.55708618069184e-06
62,4.1835446634719274e-11,6.468032552220393e-06,6.5570566221140325e-06
63,4.1835446634719274e-11,6.468032552220393e-06,6.557273536600405e-06
64,4.1835446634719274e-11,6.468032552220393e-06,6.557162123499438e-06
65,4.1835446634719274e-11,6.468032552220393e-06,6.560293513757642e-06
66,4.1835446634719274e-11,6.468032552220393e-06,6.560299425473204e-06
67,4.1835446634719274e-11,6.468032552220393e-06,6.560333986271871e-06
68,4.1835446634719274e-11,6.468032552220393e-06,6.561359896295471e-06
69,4.1835446634719274e-11,6.468032552220393e-06,6.561365808011033e-06
70,4.1835446634719274e-11,6.468032552220393e-06,6.561371264979243e-06
71,4.1835446634719274e-11,6.468032552220393e-06,6.561376721947454e-06
72,4.1835446634719274e-11,6.468032552220393e-06,6.561381724168314e-06
73,4.1835446634719274e-11,6.468032552220393e-06,6.5602807808318175e-06
74,4.1835446634719274e-11,6.468032552220393e-06,6.55866097076796e-06
75,4.1835446634719274e-11,6.468032552220393e-06,6.558665518241469e-06
76,4.1835446634719274e-11,6.468032552220393e-06,6.558670065714978e-06
77,4.1835446634719274e-11,6.468032552220393e-06,6.558674158441136e-06
78,4.1835446634719274e-11,6.468032552220393e-06,6.558680070156697e-06
79,4.1835446634719274e-11,6.468032552220393e-06,6.558685072377557e-06
80,4.1835219316554983e-11,6.4681667026889045e-06,6.558933819178492e-06
81,4.183717677852527e-11,6.4681667026889045e-06,6.559744633705122e-06
82,4.183717677852527e-11,6.4681667026889045e-06,6.559747362189228e-06
83,4.183717677852527e-11,6.4681667026889045e-06,6.559750090673333e-06
84,4.183717677852527e-11,6.4681667026889045e-06,6.559755547641544e-06
85,4.183717677852527e-11,6.4681667026889045e-06,6.559761459357105e-06
86,4.183717677852527e-11,6.4681667026889045e-06,6.5597641878412105e-06
87,4.183717677852527e-11,6.4681667026889045e-06,6.559320809174096e-06
88,4.183717677852527e-11,6.4681667026889045e-06,6.559523171745241e-06
89,4.183717677852527e-11,6.4681667026889045e-06,6.5595277192187496e-06
90,4.183717677852527e-11,6.4681667026889045e-06,6.5595281739661004e-06
91,4.183717677852527e-11,6.4681667026889045e-06,6.559533630934311e-06
92,4.183717677852527e-11,6.4681667026889045e-06,6.559536814165767e-06
93,4.183717677852527e-11,6.4681667026889045e-06,6.559539087902522e-06
94,4.183717677852527e-11,6.4681667026889045e-06,6.559544544870732e-06
95,4.183717677852527e-11,6.4681667026889045e-06,6.559544544870732e-06
96,4.183717677852527e-11,6.4681667026889045e-06,6.559550001838943e-06
97,4.183717677852527e-11,6.4681667026889045e-06,6.5595759224379435e-06
98,4.183717677852527e-11,6.4681667026889045e-06,6.55963049212005e-06
99,4.183717677852527e-11,6.4681667026889045e-06,6.55963049212005e-06
100,4.183717677852527e-11,6.4681667026889045e-06,6.559636403835611e-06
epoch,loss,rmse_train,rmse_val
1,2.236959150900275e-12,1.4956467566662468e-06,1.611350967323233e-06
2,2.236959150900275e-12,1.4956467566662468e-06,1.6116132428578567e-06
3,2.236959150900275e-12,1.4956467566662468e-06,1.6116779306685203e-06
4,2.236959150900275e-12,1.4956467566662468e-06,1.6116825918288669e-06
5,2.236959150900275e-12,1.4956408449506853e-06,1.6116873666760512e-06
6,2.236941387331881e-12,1.495461674494436e-06,1.6116936194521259e-06
7,2.2364052883888652e-12,1.4952711353544146e-06,1.6116979395519593e-06
8,2.2358357439772324e-12,1.4950690001569455e-06,1.6117026007123059e-06
9,2.2352310887624462e-12,1.4948529951652745e-06,1.6117091945488937e-06
10,2.234262956937738e-12,1.4946240298741031e-06,1.6117132872750517e-06
11,2.2335387706018394e-12,1.494378238930949e-06,1.6117176073748851e-06
12,2.2331087239785273e-12,1.4943591395422118e-06,1.6117243148983107e-06
13,2.2331087239785273e-12,1.4943591395422118e-06,1.6117285213113064e-06
14,2.2331087239785273e-12,1.4943591395422118e-06,1.6117328414111398e-06
15,2.2331087239785273e-12,1.4943591395422118e-06,1.6117394352477277e-06
16,2.2331087239785273e-12,1.4943591395422118e-06,1.6117436416607234e-06
17,2.2331087239785273e-12,1.4943591395422118e-06,1.6117481891342322e-06
18,2.2331087239785273e-12,1.4943591395422118e-06,1.6117546692839824e-06
19,2.2331087239785273e-12,1.4943591395422118e-06,1.611758875696978e-06
20,2.2331087239785273e-12,1.4943591395422118e-06,1.6122486385938828e-06
21,2.2331087239785273e-12,1.4943591395422118e-06,1.6122553461173084e-06
22,2.2331087239785273e-12,1.4943591395422118e-06,1.6122597799039795e-06
23,2.2331087239785273e-12,1.4943591395422118e-06,1.6122639863169752e-06
24,2.2331087239785273e-12,1.4943591395422118e-06,1.612270580153563e-06
25,2.2331087239785273e-12,1.4919349951014738e-06,1.6122753550007474e-06
26,2.222092145703902e-12,1.4906682963555795e-06,1.6122791066663922e-06
27,2.222092145703902e-12,1.4906682963555795e-06,1.6122858141898178e-06
28,2.222092145703902e-12,1.4906682963555795e-06,1.612290589037002e-06
29,2.222092145703902e-12,1.4906682963555795e-06,1.612295136510511e-06
30,2.222092145703902e-12,1.4906682963555795e-06,1.6123011619129102e-06
31,2.222092145703902e-12,1.4906682963555795e-06,1.6123058230732568e-06
32,2.222092145703902e-12,1.4906682963555795e-06,1.612310597920441e-06
33,2.222092145703902e-12,1.4906682963555795e-06,1.6123163959491649e-06
34,2.222092145703902e-12,1.4906682963555795e-06,1.6123211707963492e-06
35,2.222092145703902e-12,1.4906682963555795e-06,1.6123258319566958e-06
36,2.222092145703902e-12,1.4906682963555795e-06,1.6123315162985818e-06
37,2.222092145703902e-12,1.4906682963555795e-06,1.6123362911457662e-06
38,2.222092145703902e-12,1.4906682963555795e-06,1.6123401564982487e-06
39,2.222092145703902e-12,1.4906682963555795e-06,1.6123454997796216e-06
40,2.222092145703902e-12,1.4906682963555795e-06,1.6123507293741568e-06
41,2.222092145703902e-12,1.4906682963555795e-06,1.6123553905345034e-06
42,2.222092145703902e-12,1.4906682963555795e-06,1.6123591422001482e-06
43,2.222092145703902e-12,1.4906682963555795e-06,1.6123639170473325e-06
44,2.222092145703902e-12,1.4906682963555795e-06,1.6123697150760563e-06
45,2.222092145703902e-12,1.4906682963555795e-06,1.6123734667417011e-06
46,2.222092145703902e-12,1.4906682963555795e-06,1.6123782415888854e-06
47,2.222092145703902e-12,1.4906682963555795e-06,1.6123819932545302e-06
48,2.222092145703902e-12,1.4906682963555795e-06,1.6123858586070128e-06
49,2.222092145703902e-12,1.4906682963555795e-06,1.6123897239594953e-06
50,2.222092145703902e-12,1.4906682963555795e-06,1.6123935893119778e-06
51,2.222092145703902e-12,1.4906682963555795e-06,1.6123981367854867e-06
52,2.222092145703902e-12,1.4906682963555795e-06,1.6124020021379692e-06
53,2.222092145703902e-12,1.4906682963555795e-06,1.6124058674904518e-06
54,2.222092145703902e-12,1.4906682963555795e-06,1.6124097328429343e-06
55,2.222092145703902e-12,1.4906682963555795e-06,1.612909727555234e-06
56,2.222092145703902e-12,1.4906682963555795e-06,1.6131712072819937e-06
57,2.222092145703902e-12,1.4906682963555795e-06,1.6131740494529367e-06
58,2.222092145703902e-12,1.4906682963555795e-06,1.6131779148054193e-06
59,2.222092145703902e-12,1.4906682963555795e-06,1.6131817801579018e-06
60,2.222092145703902e-12,1.4906682963555795e-06,1.6131856455103843e-06
61,2.222092145703902e-12,1.4906682963555795e-06,1.6131893971760292e-06
62,2.222092145703902e-12,1.4906682963555795e-06,1.6136800695676357e-06
63,2.222092145703902e-12,1.4906682963555795e-06,1.6136838212332805e-06
64,2.222092145703902e-12,1.4906682963555795e-06,1.6136866634042235e-06
65,2.222092145703902e-12,1.4906682963555795e-06,1.613690528756706e-06
66,2.222092145703902e-12,1.4906682963555795e-06,1.6136923477461096e-06
67,2.222092145703902e-12,1.4906682963555795e-06,1.6136962130985921e-06
68,2.222092145703902e-12,1.4906682963555795e-06,1.6136996237037238e-06
69,2.222092145703902e-12,1.4906682963555795e-06,1.6137029206220177e-06
70,2.222092145703902e-12,1.4906682963555795e-06,1.6137066722876625e-06
71,2.222092145703902e-12,1.4906682963555795e-06,1.613710537640145e-06
72,2.222092145703902e-12,1.4906682963555795e-06,1.613713834558439e-06
73,2.222092145703902e-12,1.4906682963555795e-06,1.6137172451635706e-06
74,2.222092145703902e-12,1.4906682963555795e-06,1.6137190641529742e-06
75,2.222092145703902e-12,1.4906682963555795e-06,1.613722815818619e-06
76,2.222092145703902e-12,1.4906682963555795e-06,1.6137257716763997e-06
77,2.222092145703902e-12,1.4906682963555795e-06,1.6137295233420446e-06
78,2.222092145703902e-12,1.4906682963555795e-06,1.613733388694527e-06
79,2.222092145703902e-12,1.4906682963555795e-06,1.6137362308654701e-06
80,2.222092145703902e-12,1.4906682963555795e-06,1.6137380498548737e-06
81,2.222092145703902e-12,1.4906682963555795e-06,1.6137413467731676e-06
82,2.222092145703902e-12,1.4906682963555795e-06,1.6137447573782993e-06
83,2.222092145703902e-12,1.4906682963555795e-06,1.6137486227307818e-06
84,2.222092145703902e-12,1.4906682963555795e-06,1.6137507827806985e-06
85,2.222092145703902e-12,1.4906682963555795e-06,1.6137532838911284e-06
86,2.222092145703902e-12,1.4906682963555795e-06,1.6137562397489091e-06
87,2.222092145703902e-12,1.4906682963555795e-06,1.6137597640408785e-06
88,2.222092145703902e-12,1.4906682963555795e-06,1.6137610145960934e-06
89,2.222092145703902e-12,1.4906682963555795e-06,1.6137638567670365e-06
90,2.222092145703902e-12,1.4906682963555795e-06,1.613767722119519e-06
91,2.222092145703902e-12,1.4906682963555795e-06,1.6137686316142208e-06
92,2.222092145703902e-12,1.4906682963555795e-06,1.6137715874720016e-06
93,2.222092145703902e-12,1.4906682963555795e-06,1.6137744296429446e-06
94,2.222092145703902e-12,1.4906682963555795e-06,1.6137762486323481e-06
95,2.222092145703902e-12,1.4906682963555795e-06,1.6137790908032912e-06
96,2.222092145703902e-12,1.4906682963555795e-06,1.6137801139848307e-06
97,2.222092145703902e-12,1.4906682963555795e-06,1.6137829561557737e-06
98,2.222092145703902e-12,1.4906682963555795e-06,1.613784093024151e-06
99,2.222092145703902e-12,1.4906682963555795e-06,1.6137868215082563e-06
100,2.222092145703902e-12,1.4906682963555795e-06,1.6137888678713352e-06
epoch,loss,rmse_train,rmse_val
1,4.022248176888121e-12,2.0055542790942127e-06,4.102415459783515e-06
2,4.022248176888121e-12,2.0055542790942127e-06,4.102861112187384e-06
3,4.022248176888121e-12,2.0055542790942127e-06,4.103063929505879e-06
4,4.022248176888121e-12,2.0055542790942127e-06,4.103063929505879e-06
5,4.022248176888121e-12,2.0055542790942127e-06,4.103063929505879e-06
6,4.022248176888121e-12,2.0055542790942127e-06,4.103476385353133e-06
7,4.022248176888121e-12,2.0055542790942127e-06,4.103970240976196e-06
8,4.022248176888121e-12,2.0055542790942127e-06,4.104519575776067e-06
9,4.022248176888121e-12,2.0055542790942127e-06,4.104779691260774e-06
10,4.022248176888121e-12,2.0055542790942127e-06,4.105228072148748e-06
11,4.022248176888121e-12,2.0055542790942127e-06,4.106288997718366e-06
12,4.022248176888121e-12,2.0055542790942127e-06,4.1085936572926585e-06
13,4.022248176888121e-12,2.0055542790942127e-06,4.116200216230936e-06
14,4.022248176888121e-12,2.0055542790942127e-06,4.117189291719114e-06
15,4.022248176888121e-12,2.0055542790942127e-06,4.117684056836879e-06
16,4.022248176888121e-12,2.00118734028365e-06,4.117806383874267e-06
17,4.0041510038224535e-12,2.001037501031533e-06,4.117931439395761e-06
18,4.0041510038224535e-12,2.001037501031533e-06,4.117944172321586e-06
19,4.0041510038224535e-12,2.001037501031533e-06,4.118081051274203e-06
20,4.0041510038224535e-12,2.001037501031533e-06,4.1185544432664756e-06
21,4.0041510038224535e-12,2.001037501031533e-06,4.119057848583907e-06
22,4.0041510038224535e-12,2.001037501031533e-06,4.119418008485809e-06
23,4.0041510038224535e-12,2.001037501031533e-06,4.119418008485809e-06
24,4.0041510038224535e-12,2.001037501031533e-06,4.119418008485809e-06
25,4.0041510038224535e-12,2.001037501031533e-06,4.119418008485809e-06
26,4.0041510038224535e-12,2.001037501031533e-06,4.119418008485809e-06
27,4.0041510038224535e-12,2.0005652459076373e-06,4.120699941267958e-06
28,4.000851941410311e-12,1.999232381422189e-06,4.1224438973586075e-06
29,3.996930651034569e-12,1.999232381422189e-06,4.124331553612137e-06
30,3.996930651034569e-12,1.999232381422189e-06,4.124701263208408e-06
31,3.996930651034569e-12,1.999232381422189e-06,4.124701263208408e-06
